Entity,Code,Year,Period life expectancy at birth,GDP per capita,900793-annotations,Population (historical)
Macao,MAC,2010,81.6635,,,562755
Macao,MAC,2019,83.2927,,,670934
Macao,MAC,2020,84.61,,,683026
Macao,MAC,2023,83.0749,,,713868
Macao,MAC,1800,,,,17310
Macao,MAC,1900,,,,64000
Macao,MAC,1910,,,,76000
Macao,MAC,1920,,,,84000
Macao,MAC,1940,,,,375000
Madagascar,MDG,1950,39.6578,1516,,3956023
Madagascar,MDG,1958,42.5049,1773,,4850808
Madagascar,MDG,1959,42.9518,1804,,4979045
Madagascar,MDG,1960,43.3485,1793,,5110982
Madagascar,MDG,1970,47.8984,1954,,6671955
Madagascar,MDG,1980,49.9844,1680,,9005988
Madagascar,MDG,1990,52.1403,1262,,12055603
Madagascar,MDG,2000,57.9742,1238.7764,,16516293
Madagascar,MDG,2010,62.5967,1349.6199,,22183297
Madagascar,MDG,2019,63.5039,1434.2703,,28219511
Madagascar,MDG,2020,62.706,1300.5428,,28953509
Madagascar,MDG,2023,63.6317,,,31195885
Madagascar,MDG,1800,,,,1500000
Madagascar,MDG,1850,,,,2612685
Madagascar,MDG,1900,,,,2678373
Madagascar,MDG,1910,,,,2543231
Madagascar,MDG,1918,,,,2480328
Madagascar,MDG,1920,,,,2495724
Madagascar,MDG,1930,,,,2865906
Madagascar,MDG,1940,,,,3303271
Malawi,MWI,1950,32.6601,516,,2950254
Malawi,MWI,1958,34.4411,618,,3463888
Malawi,MWI,1959,34.7611,626,,3544111
Malawi,MWI,1960,34.9862,628,,3628085
Malawi,MWI,1970,36.638,713,,4633897
Malawi,MWI,1980,44.3308,1004,,6265486
Malawi,MWI,1990,43.5748,861,,9545814
Malawi,MWI,2000,46.1698,967.0872,,11315896
Malawi,MWI,2010,57.787,1091.5876,,14826420
Malawi,MWI,2019,64.995,1205.477,,19025698
Malawi,MWI,2020,65.2159,1186.6827,,19533837
Malawi,MWI,2023,67.3535,,,21104426
Malawi,MWI,1910,,424.89474,,1922933
Malawi,MWI,1918,,447.51852,,1861908
Malawi,MWI,1920,,430,,1868175
Malawi,MWI,1930,,512.8148,,2142711
Malawi,MWI,1940,,686.4074,,2469709
Malawi,MWI,1800,,,,737000
Malawi,MWI,1850,,,,2126398
Malawi,MWI,1900,,,,2067047
Malaysia,MYS,1950,48.4913,2485,,6098237
Malaysia,MYS,1958,55.4082,2252,,7562837
Malaysia,MYS,1959,56.3127,2338,,7755725
Malaysia,MYS,1960,57.1681,2439,,7956159
Malaysia,MYS,1970,63.2983,3314,,10178750
Malaysia,MYS,1980,68.0609,5829,,12983313
Malaysia,MYS,1990,70.9516,8179,,17833124
Malaysia,MYS,2000,72.7324,13474.701,,22967760
Malaysia,MYS,2010,75.3761,18574.299,,28655721
Malaysia,MYS,2019,75.9005,25986.412,,33440538
Malaysia,MYS,2020,76.0566,24279.316,,33889515
Malaysia,MYS,2023,76.6571,,,35126249
Malaysia,MYS,1900,,817.74304,,2094024
Malaysia,MYS,1910,,1073.7654,,2684056
Malaysia,MYS,1918,,1795.0223,,3140574
Malaysia,MYS,1920,,1786.4246,,3274070
Malaysia,MYS,1930,,3147.7375,,4069257
Malaysia,MYS,1940,,2037,,5001715
Malaysia,MYS,1800,,,,287000
Malaysia,MYS,1850,,,,530268
Maldives,MDV,1950,36.4929,,,74421
Maldives,MDV,1958,37.585,,,87018
Maldives,MDV,1959,37.8863,,,89025
Maldives,MDV,1960,38.2441,,,91162
Maldives,MDV,1970,44.5217,,,123190
Maldives,MDV,1980,54.8186,,,164799
Maldives,MDV,1990,63.1478,,,224739
Maldives,MDV,2000,70.8919,,,281968
Maldives,MDV,2010,76.7556,,,360747
Maldives,MDV,2019,79.7071,,,487690
Maldives,MDV,2020,78.713,,,502076
Maldives,MDV,2023,81.0412,,,525955
Maldives,MDV,1800,,,,42378
Maldives,MDV,1850,,,,50569
Maldives,MDV,1900,,,,64150
Maldives,MDV,1910,,,,66898
Maldives,MDV,1918,,,,65207
Maldives,MDV,1920,,,,65426
Maldives,MDV,1930,,,,73027
Maldives,MDV,1940,,,,78873
Mali,MLI,1950,28.731,728,,4696872
Mali,MLI,1958,30.1933,830,,5253414
Mali,MLI,1959,30.3357,845,,5325601
Mali,MLI,1960,30.4589,851,,5402500
Mali,MLI,1970,33.396,934,,6276433
Mali,MLI,1980,40.2659,1168,,7530471
Mali,MLI,1990,46.5415,1191,,9178778
Mali,MLI,2000,50.6046,1153.0461,,11559242
Mali,MLI,2010,55.9931,1504.9956,,15945157
Mali,MLI,2019,59.2173,1706.0105,,21068368
Mali,MLI,2020,58.8577,1638.9304,,21713790
Mali,MLI,2023,60.4394,,,23769081
Mali,MLI,1800,,,,1403398
Mali,MLI,1850,,,,1502290
Mali,MLI,1900,,,,2331296
Mali,MLI,1910,,,,2707812
Mali,MLI,1918,,,,2981422
Mali,MLI,1920,,,,3040300
Mali,MLI,1930,,,,3479504
Mali,MLI,1940,,,,3971134
Malta,MLT,1950,63.4738,1573,,294637
Malta,MLT,1958,67.8339,2255,,329374
Malta,MLT,1959,68.3727,2278,,330312
Malta,MLT,1960,68.4415,2383,,330781
Malta,MLT,1970,70.3711,3889,,325965
Malta,MLT,1980,72.3212,8920,,342834
Malta,MLT,1990,76.1597,13259,,367864
Malta,MLT,2000,77.9031,20434.549,,399846
Malta,MLT,2010,81.3977,23632.625,,422607
Malta,MLT,2019,82.8387,33220.285,,503968
Malta,MLT,2020,82.3358,29703.762,,518175
Malta,MLT,2023,83.2989,,,532921
Malta,MLT,1800,,,,134072
Malta,MLT,1850,,,,160270
Malta,MLT,1900,,,,206234
Malta,MLT,1910,,,,215840
Malta,MLT,1918,,,,212406
Malta,MLT,1920,,,,212759
Malta,MLT,1930,,,,227340
Malta,MLT,1940,,,,254503
Marshall Islands,MHL,1950,52.6109,,,12975
Marshall Islands,MHL,1958,53.6293,,,13783
Marshall Islands,MHL,1959,53.97,,,14179
Marshall Islands,MHL,1960,54.3586,,,14688
Marshall Islands,MHL,1970,58.7978,,,22505
Marshall Islands,MHL,1980,60.9888,,,30743
Marshall Islands,MHL,1990,61.7558,,,44607
Marshall Islands,MHL,2000,63.3233,,,50676
Marshall Islands,MHL,2010,64.4977,,,52016
Marshall Islands,MHL,2019,66.0473,,,43984
Marshall Islands,MHL,2020,65.3873,,,42680
Marshall Islands,MHL,2023,66.9454,,,38803
Marshall Islands,MHL,1800,,,,5828
Marshall Islands,MHL,1850,,,,11618
Marshall Islands,MHL,1900,,,,39597
Marshall Islands,MHL,1910,,,,50566
Marshall Islands,MHL,1918,,,,61394
Marshall Islands,MHL,1920,,,,64282
Marshall Islands,MHL,1930,,,,75486
Marshall Islands,MHL,1940,,,,31529
Martinique,MTQ,1950,54.9522,,,232033
Martinique,MTQ,1958,60.0737,,,277176
Martinique,MTQ,1959,61.5057,,,282852
Martinique,MTQ,1960,61.6061,,,288733
Martinique,MTQ,1970,65.0525,,,325489
Martinique,MTQ,1980,71.9047,,,332245
Martinique,MTQ,1990,75.8572,,,370951
Martinique,MTQ,2000,78.4973,,,421340
Martinique,MTQ,2010,81.1379,,,397343
Martinique,MTQ,2019,82.0734,,,359569
Martinique,MTQ,2020,80.2672,,,356580
Martinique,MTQ,2023,82.5651,,,345950
Martinique,MTQ,1800,,,,104925
Martinique,MTQ,1850,,,,140190
Martinique,MTQ,1900,,,,191115
Martinique,MTQ,1910,,,,204766
Martinique,MTQ,1920,,,,208945
Martinique,MTQ,1930,,,,213209
Martinique,MTQ,1940,,,,217560
Mauritania,MRT,1950,38.378,679,,657682
Mauritania,MRT,1958,42.2953,837,,783950
Mauritania,MRT,1959,42.8935,858,,803570
Mauritania,MRT,1960,43.6109,913,,824264
Mauritania,MRT,1970,50.5445,1548,,1099759
Mauritania,MRT,1980,53.2042,1682,,1474002
Mauritania,MRT,1990,58.0869,1511,,1951832
Mauritania,MRT,2000,61.0435,1934.7421,,2613407
Mauritania,MRT,2010,65.6606,2982.7488,,3390917
Mauritania,MRT,2019,67.6397,3659.103,,4467661
Mauritania,MRT,2020,66.7943,3532.2979,,4600083
Mauritania,MRT,2023,68.4836,,,5022397
Mauritania,MRT,1800,,,,382696
Mauritania,MRT,1850,,,,290798
Mauritania,MRT,1900,,,,359492
Mauritania,MRT,1910,,,,388783
Mauritania,MRT,1918,,,,406183
Mauritania,MRT,1920,,,,413307
Mauritania,MRT,1930,,,,476866
Mauritania,MRT,1940,,,,549640
Mauritius,MUS,1950,51.9377,3942,,525520
Mauritius,MUS,1958,56.3891,4132,,647113
Mauritius,MUS,1959,57.4036,4251,,664799
Mauritius,MUS,1960,58.404,4396,,680284
Mauritius,MUS,1970,63.6917,4662,,827657
Mauritius,MUS,1980,66.5085,6970,,954175
Mauritius,MUS,1990,69.7706,11489,,1088984
Mauritius,MUS,2000,71.7597,14272.301,,1216582
Mauritius,MUS,2010,73.6475,16269.32,,1282665
Mauritius,MUS,2019,74.1811,21624.842,,1286227
Mauritius,MUS,2020,74.6572,18445.975,,1283178
Mauritius,MUS,2023,74.9263,,,1273543
Mauritius,MUS,1800,,,,59000
Mauritius,MUS,1850,,,,182748
Mauritius,MUS,1900,,,,392834
Mauritius,MUS,1910,,,,395786
Mauritius,MUS,1918,,,,404304
Mauritius,MUS,1920,,,,406448
Mauritius,MUS,1930,,,,424691
Mauritius,MUS,1940,,,,454310
Mayotte,MYT,1950,42.2466,,,20511
Mayotte,MYT,1958,52.235,,,24595
Mayotte,MYT,1959,53.3454,,,25278
Mayotte,MYT,1960,54.363,,,25975
Mayotte,MYT,1970,63.5519,,,35075
Mayotte,MYT,1980,69.7597,,,50115
Mayotte,MYT,1990,73.6112,,,89559
Mayotte,MYT,2000,76.3612,,,156461
Mayotte,MYT,2010,78.2501,,,207387
Mayotte,MYT,2019,76.1027,,,274870
Mayotte,MYT,2020,74.2126,,,284330
Mayotte,MYT,2023,76.0544,,,315983
Mayotte,MYT,1800,,,,65
Mayotte,MYT,1850,,,,200
Mayotte,MYT,1900,,,,200
Mayotte,MYT,1910,,,,200
Mayotte,MYT,1920,,,,200
Mayotte,MYT,1930,,,,200
Mayotte,MYT,1940,,,,200
Mexico,MEX,1900,25,1822,,13261087
Mexico,MEX,1910,28,2240,,14503032
Mexico,MEX,1920,34,2552,,14579605
Mexico,MEX,1930,34,2233,,16689077
Mexico,MEX,1940,39,2560,,19982850
Mexico,MEX,1950,43.8357,3510,,27587893
Mexico,MEX,1958,51.8354,4501,,34575024
Mexico,MEX,1959,52.6611,4497,,35627215
Mexico,MEX,1960,53.5732,4723,,36724570
Mexico,MEX,1970,58.8934,6873,,50814905
Mexico,MEX,1980,64.2819,9929,,67300289
Mexico,MEX,1990,69.0342,9699,,82820134
Mexico,MEX,2000,72.5621,12613.396,,98625515
Mexico,MEX,2010,73.7181,14697.298,,113623858
Mexico,MEX,2019,74.5302,16802.014,,125762928
Mexico,MEX,2020,70.4492,15253.691,,126798998
Mexico,MEX,2023,75.069,,,129739713
Mexico,MEX,1800,,1305,,5100000
Mexico,MEX,1850,,1054,,7688866
Mexico,MEX,1918,,2308,,14468493
Micronesia (country),FSM,1950,48.3555,,,32086
Micronesia (country),FSM,1958,52.9462,,,40382
Micronesia (country),FSM,1959,53.5748,,,41638
Micronesia (country),FSM,1960,54.1947,,,43037
Micronesia (country),FSM,1970,59.7741,,,58902
Micronesia (country),FSM,1980,62.5564,,,77372
Micronesia (country),FSM,1990,63.7217,,,100860
Micronesia (country),FSM,2000,64.3173,,,112026
Micronesia (country),FSM,2010,64.8919,,,107513
Micronesia (country),FSM,2019,66.1957,,,110250
Micronesia (country),FSM,2020,65.8776,,,110883
Micronesia (country),FSM,2023,67.1983,,,112602
Micronesia (country),FSM,1800,,,,16416
Micronesia (country),FSM,1850,,,,18970
Micronesia (country),FSM,1900,,,,24543
Micronesia (country),FSM,1910,,,,25839
Micronesia (country),FSM,1918,,,,26916
Micronesia (country),FSM,1920,,,,27177
Micronesia (country),FSM,1930,,,,28519
Micronesia (country),FSM,1940,,,,29927
Middle East and North Africa (Maddison),,1930,,1600,,
Middle East and North Africa (Maddison),,1940,,2146,,
Middle East and North Africa (Maddison),,1950,,2287.5552,,
Middle East and North Africa (Maddison),,1960,,3102.628,,
Middle East and North Africa (Maddison),,1970,,4790.016,,
Middle East and North Africa (Maddison),,1980,,6731.1772,,
Middle East and North Africa (Maddison),,1990,,6431.515,,
Middle East and North Africa (Maddison),,2000,,9658.656,,
Middle East and North Africa (Maddison),,2010,,16565.371,,
Middle East and North Africa (Maddison),,2019,,19088.29,,
Middle East and North Africa (Maddison),,2020,,18227.408,,
Middle-income countries,,1950,43.2885,,,
Middle-income countries,,1958,48.3779,,,
Middle-income countries,,1959,45.6413,,,
Middle-income countries,,1960,43.4038,,,
Middle-income countries,,1970,53.8564,,,
Middle-income countries,,1980,58.8743,,,
Middle-income countries,,1990,62.8562,,,
Middle-income countries,,2000,65.4511,,,
Middle-income countries,,2010,69.0589,,,
Middle-income countries,,2019,71.8616,,,
Middle-income countries,,2020,71.1464,,,
Middle-income countries,,2023,72.386,,,
Moldova,MDA,1950,54.0332,,,2528320
Moldova,MDA,1958,58.5327,,,2944516
Moldova,MDA,1959,59.0163,,,3007316
Moldova,MDA,1960,59.44,,,3076129
Moldova,MDA,1970,62.4136,,,3643471
Moldova,MDA,1980,65.1892,9078,,4048669
Moldova,MDA,1990,67.9203,9835,,4451100
Moldova,MDA,2000,67.4623,2989.535,,4234915
Moldova,MDA,2010,69.8759,4615.324,,3631943
Moldova,MDA,2019,70.181,7078.23,,3112515
Moldova,MDA,2020,69.9144,6560.7476,,3069084
Moldova,MDA,2023,71.1985,,,3067017
Moldova,MDA,1800,,,,712558
Moldova,MDA,1850,,,,937285
Moldova,MDA,1900,,,,1484973
Moldova,MDA,1910,,,,1628124
Moldova,MDA,1918,,,,1752397
Moldova,MDA,1920,,,,1784707
Moldova,MDA,1930,,,,1955414
Moldova,MDA,1940,,,,2142449
Monaco,MCO,1950,68.0003,,,19645
Monaco,MCO,1958,71.0988,,,21381
Monaco,MCO,1959,71.3547,,,21628
Monaco,MCO,1960,71.8614,,,21780
Monaco,MCO,1970,73.3485,,,24212
Monaco,MCO,1980,74.9484,,,27100
Monaco,MCO,1990,79.4356,,,30326
Monaco,MCO,2000,82.1207,,,32432
Monaco,MCO,2010,84.6441,,,33133
Monaco,MCO,2019,86.1507,,,38083
Monaco,MCO,2020,86.0893,,,38027
Monaco,MCO,2023,86.3724,,,38929
Monaco,MCO,1800,,,,7789
Monaco,MCO,1850,,,,11176
Monaco,MCO,1900,,,,21331
Monaco,MCO,1910,,,,24028
Monaco,MCO,1918,,,,23561
Monaco,MCO,1920,,,,23596
Monaco,MCO,1930,,,,26270
Monaco,MCO,1940,,,,25118
Mongolia,MNG,1950,38.5981,677,,781648
Mongolia,MNG,1958,42.8381,859,,919255
Mongolia,MNG,1959,43.684,885,,947371
Mongolia,MNG,1960,44.5422,912,,977549
Mongolia,MNG,1970,51.9931,1226,,1295232
Mongolia,MNG,1980,55.2202,1618,,1701300
Mongolia,MNG,1990,58.8174,2123,,2164532
Mongolia,MNG,2000,63.4577,2936.0627,,2455142
Mongolia,MNG,2010,67.1004,7830.064,,2701690
Mongolia,MNG,2019,70.6631,13871.33,,3232069
Mongolia,MNG,2020,70.0291,12990.328,,3290733
Mongolia,MNG,2023,71.7341,,,3431887
Mongolia,MNG,1800,,,,600000
Mongolia,MNG,1850,,,,647952
Mongolia,MNG,1900,,,,696737
Mongolia,MNG,1910,,,,719186
Mongolia,MNG,1918,,,,729664
Mongolia,MNG,1920,,,,732268
Mongolia,MNG,1930,,,,745432
Mongolia,MNG,1940,,,,758832
Montenegro,MNE,1950,58.0261,,,402476
Montenegro,MNE,1958,63.8164,2072,,458759
Montenegro,MNE,1959,64.7149,2200,,464852
Montenegro,MNE,1960,65.6777,2439,,471158
Montenegro,MNE,1970,70.4035,4857,,529630
Montenegro,MNE,1980,72.2447,7992,,584782
Montenegro,MNE,1990,73.8768,6605,,620462
Montenegro,MNE,2000,73.5522,6046.142,,634144
Montenegro,MNE,2010,75.7125,14509.766,,632036
Montenegro,MNE,2019,76.6392,20448.549,,611625
Montenegro,MNE,2020,75.8503,17355.623,,607887
Montenegro,MNE,2023,77.0869,,,633503
Montenegro,MNE,1800,,,,126582
Montenegro,MNE,1850,,,,202257
Montenegro,MNE,1900,,,,442653
Montenegro,MNE,1910,,,,510756
Montenegro,MNE,1918,,,,491002
Montenegro,MNE,1920,,,,484521
Montenegro,MNE,1930,,,,453378
Montenegro,MNE,1940,,,,424237
Montserrat,MSR,1950,48.5869,,,12925
Montserrat,MSR,1958,56.5801,,,12188
Montserrat,MSR,1959,57.5862,,,12099
Montserrat,MSR,1960,58.6373,,,12015
Montserrat,MSR,1970,65.2902,,,11323
Montserrat,MSR,1980,69.3273,,,11317
Montserrat,MSR,1990,70.9395,,,10661
Montserrat,MSR,2000,73.1501,,,5011
Montserrat,MSR,2010,74.6831,,,4783
Montserrat,MSR,2019,75.6002,,,4524
Montserrat,MSR,2020,75.5677,,,4493
Montserrat,MSR,2023,76.1857,,,4397
Montserrat,MSR,1800,,,,8881
Montserrat,MSR,1850,,,,10956
Montserrat,MSR,1900,,,,12966
Montserrat,MSR,1910,,,,13413
Montserrat,MSR,1920,,,,13440
Montserrat,MSR,1930,,,,13466
Montserrat,MSR,1940,,,,13493
More developed regions,,1950,63.0519,,,
More developed regions,,1958,68.4078,,,
More developed regions,,1959,68.6362,,,
More developed regions,,1960,68.9617,,,
More developed regions,,1970,70.6393,,,
More developed regions,,1980,72.4033,,,
More developed regions,,1990,74.3147,,,
More developed regions,,2000,75.192,,,
More developed regions,,2010,77.6946,,,
More developed regions,,2019,79.5444,,,
More developed regions,,2020,78.3883,,,
More developed regions,,2023,79.8777,,,
Morocco,MAR,1950,38.7684,2319,,8935407
Morocco,MAR,1958,42.1801,2214,,11013691
Morocco,MAR,1959,42.6783,2165,,11316962
Morocco,MAR,1960,41.7302,2118,,11624881
Morocco,MAR,1970,48.6908,2576,,15129403
Morocco,MAR,1980,55.2189,3622,,19459892
Morocco,MAR,1990,62.3958,4130,,24375508
Morocco,MAR,2000,66.7937,4753.638,,28423380
Morocco,MAR,2010,70.8211,6931.558,,32466965
Morocco,MAR,2019,74.2446,8540.804,,36210859
Morocco,MAR,2020,73.1327,7849.208,,36584160
Morocco,MAR,2023,75.3128,,,37712463
Morocco,MAR,1800,,,,2500000
Morocco,MAR,1850,,,,2861280
Morocco,MAR,1900,,,,4681030
Morocco,MAR,1910,,,,5437479
Morocco,MAR,1918,,,,5693973
Morocco,MAR,1920,,,,5772593
Morocco,MAR,1930,,,,6447923
Morocco,MAR,1940,,,,7641938
Mozambique,MOZ,1950,37.3296,1806,,5910198
Mozambique,MOZ,1958,40.4661,2040,,6521517
Mozambique,MOZ,1959,40.8746,2109,,6610363
Mozambique,MOZ,1960,41.1966,2115,,6713654
Mozambique,MOZ,1970,42.4593,2778,,8250456
Mozambique,MOZ,1980,43.9873,1945,,11336159
Mozambique,MOZ,1990,44.3369,1776,,13094484
Mozambique,MOZ,2000,49.4762,1196.0149,,18129602
Mozambique,MOZ,2010,55.0397,956.53046,,22999191
Mozambique,MOZ,2019,61.3059,1118.6304,,29884331
Mozambique,MOZ,2020,61.3904,1076.6941,,30783641
Mozambique,MOZ,2023,63.6111,,,33635119
Mozambique,MOZ,1800,,,,2000000
Mozambique,MOZ,1850,,,,4676306
Mozambique,MOZ,1900,,,,4251279
Mozambique,MOZ,1910,,,,3902611
Mozambique,MOZ,1918,,,,3743526
Mozambique,MOZ,1920,,,,3756127
Mozambique,MOZ,1930,,,,4308103
Mozambique,MOZ,1940,,,,4965561
Myanmar,MMR,1950,35.6997,631,,17737081
Myanmar,MMR,1958,42.7795,778,,20816370
Myanmar,MMR,1959,43.4139,885,,21263969
Myanmar,MMR,1960,44.0861,899,,21730205
Myanmar,MMR,1970,50.4696,1023,,27192962
Myanmar,MMR,1980,54.3744,1320,,33227164
Myanmar,MMR,1990,57.1587,1253,,39817205
Myanmar,MMR,2000,60.3567,1843.4945,,45290803
Myanmar,MMR,2010,63.4791,3772.9985,,49024326
Myanmar,MMR,2019,66.4567,6140.885,,52640679
Myanmar,MMR,2020,66.6121,6282.8115,,53016472
Myanmar,MMR,2023,66.889,,,54133741
Myanmar,MMR,1800,,,,6000000
Myanmar,MMR,1850,,,,3932075
Myanmar,MMR,1900,,,,9411380
Myanmar,MMR,1910,,,,10934246
Myanmar,MMR,1918,,,,11697676
Myanmar,MMR,1920,,,,11923214
Myanmar,MMR,1930,,,,13231889
Myanmar,MMR,1940,,,,15124546
Namibia,NAM,1950,41.9493,4009,,514559
Namibia,NAM,1958,47.1119,4409,,571297
Namibia,NAM,1959,47.7912,4549,,580886
Namibia,NAM,1960,48.5295,4855,,591411
Namibia,NAM,1970,54.686,6164,,757823
Namibia,NAM,1980,56.5725,6293,,981383
Namibia,NAM,1990,61.3586,5007,,1369257
Namibia,NAM,2000,52.9462,5971.815,,1818599
Namibia,NAM,2010,56.0935,7905.541,,2109760
Namibia,NAM,2019,63.5463,8567.793,,2650454
Namibia,NAM,2020,64.0712,7734.6055,,2728716
Namibia,NAM,2023,67.3848,,,2963048
Namibia,NAM,1800,,,,229000
Namibia,NAM,1850,,,,119203
Namibia,NAM,1900,,,,203718
Namibia,NAM,1910,,,,240833
Namibia,NAM,1918,,,,274135
Namibia,NAM,1920,,,,283647
Namibia,NAM,1930,,,,347953
Namibia,NAM,1940,,,,424866
Nauru,NRU,1950,56.6094,,,3389
Nauru,NRU,1958,57.7998,,,4277
Nauru,NRU,1959,57.8718,,,4435
Nauru,NRU,1960,57.9237,,,4589
Nauru,NRU,1970,58.4493,,,6700
Nauru,NRU,1980,58.4713,,,7631
Nauru,NRU,1990,59.1018,,,9607
Nauru,NRU,2000,59.5743,,,10154
Nauru,NRU,2010,60.0741,,,10016
Nauru,NRU,2019,61.3931,,,11577
Nauru,NRU,2020,61.5271,,,11636
Nauru,NRU,2023,62.1094,,,11850
Nauru,NRU,1800,,,,1834
Nauru,NRU,1850,,,,1882
Nauru,NRU,1900,,,,1921
Nauru,NRU,1910,,,,1928
Nauru,NRU,1918,,,,1935
Nauru,NRU,1920,,,,1986
Nauru,NRU,1930,,,,2839
Nauru,NRU,1940,,,,2931
Nepal,NPL,1950,37.5628,802,,8396565
Nepal,NPL,1958,38.1391,956,,9766206
Nepal,NPL,1959,38.413,971,,9938867
Nepal,NPL,1960,38.6518,980,,10123617
Nepal,NPL,1970,43.1507,1055,,12436145
Nepal,NPL,1980,48.3326,1057,,15553060
Nepal,NPL,1990,54.7708,1315,,19524530
Nepal,NPL,2000,62.6424,1676.7456,,24546462
Nepal,NPL,2010,66.7724,2152.2747,,27341910
Nepal,NPL,2019,69.2992,2953.5603,,28414023
Nepal,NPL,2020,69.1065,2832.8608,,28966540
Nepal,NPL,2023,70.3537,,,29694568
Nepal,NPL,1800,,,,4000000
Nepal,NPL,1850,,,,4352082
Nepal,NPL,1900,,,,5116267
Nepal,NPL,1910,,,,5384368
Nepal,NPL,1918,,,,5364500
Nepal,NPL,1920,,,,5360778
Nepal,NPL,1930,,,,5343320
Nepal,NPL,1940,,,,5500086
Netherlands,NLD,1850,39.84,3779,,3097727
Netherlands,NLD,1900,48.48,5306,,5140189
Netherlands,NLD,1910,55.14,6030,,5914229
Netherlands,NLD,1918,47.63,5343,,6640214
Netherlands,NLD,1920,57.98,6727,,6834137
Netherlands,NLD,1930,64.66,8931,,7859443
Netherlands,NLD,1940,65.4,7701,,8868956
Netherlands,NLD,1950,71.4403,9558,,10113709
Netherlands,NLD,1958,73.1365,11926,,11187324
Netherlands,NLD,1959,73.1863,12333,,11348049
Netherlands,NLD,1960,73.3538,13209,,11486870
Netherlands,NLD,1970,73.6279,19075,,13052029
Netherlands,NLD,1980,75.7719,23438,,14162638
Netherlands,NLD,1990,77.0122,27515,,15030838
Netherlands,NLD,2000,78.13,37899.95,,16058703
Netherlands,NLD,2010,80.8293,43812.348,,16771188
Netherlands,NLD,2019,82.053,48142.67,,17537460
Netherlands,NLD,2020,81.3931,46014.484,,17636680
Netherlands,NLD,2023,82.1576,,,18092473
Netherlands,NLD,1800,,4184.492,,2000000
Netherlands Antilles,ANT,1800,,,,17055
Netherlands Antilles,ANT,1850,,,,21040
Netherlands Antilles,ANT,1900,,,,38500
Netherlands Antilles,ANT,1910,,,,41580
Netherlands Antilles,ANT,1920,,,,42875
Netherlands Antilles,ANT,1930,,,,51846
Netherlands Antilles,ANT,1940,,,,73986
Netherlands Antilles,ANT,1950,,,,110189
Netherlands Antilles,ANT,1958,,,,127998
Netherlands Antilles,ANT,1959,,,,130400
Netherlands Antilles,ANT,1960,,,,132765
Netherlands Antilles,ANT,1970,,,,156908
Netherlands Antilles,ANT,1980,,,,171309
Netherlands Antilles,ANT,1990,,,,188047
Netherlands Antilles,ANT,2000,,,,178219
Netherlands Antilles,ANT,2010,,,,198009
Netherlands Antilles,ANT,2023,,,,
New Caledonia,NCL,1950,45.0952,,,63755
New Caledonia,NCL,1958,50.8645,,,74812
New Caledonia,NCL,1959,51.5849,,,77232
New Caledonia,NCL,1960,52.3411,,,79790
New Caledonia,NCL,1970,60.0575,,,109307
New Caledonia,NCL,1980,65.6008,,,149795
New Caledonia,NCL,1990,69.5259,,,176426
New Caledonia,NCL,2000,73.5737,,,223069
New Caledonia,NCL,2010,75.9915,,,261539
New Caledonia,NCL,2019,77.2623,,,283564
New Caledonia,NCL,2020,77.0494,,,284137
New Caledonia,NCL,2023,78.7658,,,289836
New Caledonia,NCL,1800,,,,35847
New Caledonia,NCL,1850,,,,46845
New Caledonia,NCL,1900,,,,56628
New Caledonia,NCL,1910,,,,58581
New Caledonia,NCL,1920,,,,60083
New Caledonia,NCL,1930,,,,61624
New Caledonia,NCL,1940,,,,63204
New Zealand,NZL,1950,69.2532,13479,,1911212
New Zealand,NZL,1958,70.8768,14641,,2284941
New Zealand,NZL,1959,70.774,15350,,2333439
New Zealand,NZL,1960,71.2235,15087,,2379435
New Zealand,NZL,1970,71.2192,17835,,2822133
New Zealand,NZL,1980,72.8619,19681,,3146281
New Zealand,NZL,1990,75.4252,21817,,3396932
New Zealand,NZL,2000,78.6681,26823.018,,3857521
New Zealand,NZL,2010,81.0517,31586.09,,4347718
New Zealand,NZL,2019,81.8322,36912.074,,4989366
New Zealand,NZL,2020,82.6628,35853.69,,5069848
New Zealand,NZL,2023,82.088,,,5172791
New Zealand,NZL,1850,,1824,,90807
New Zealand,NZL,1900,,6851,,809099
New Zealand,NZL,1910,,8474,,1037814
New Zealand,NZL,1918,,7828,,1196505
New Zealand,NZL,1920,,8992,,1239349
New Zealand,NZL,1930,,7906,,1481347
New Zealand,NZL,1940,,10042,,1638415
New Zealand,NZL,1800,,,,200000
Nicaragua,NIC,1920,24,2007,,769730
Nicaragua,NIC,1930,28,2246,,828973
Nicaragua,NIC,1940,34,2179,,1008702
Nicaragua,NIC,1950,40.6302,2565,,1331400
Nicaragua,NIC,1958,45.477,3258,,1678698
Nicaragua,NIC,1959,46.0588,3204,,1729751
Nicaragua,NIC,1960,46.3994,3148,,1782321
Nicaragua,NIC,1970,53.8153,4463,,2423022
Nicaragua,NIC,1980,57.9528,3414,,3252350
Nicaragua,NIC,1990,62.4729,2291,,4162512
Nicaragua,NIC,2000,66.3601,2858.5269,,5022590
Nicaragua,NIC,2010,71.7608,3916.9658,,5737403
Nicaragua,NIC,2019,73.7637,4721.7275,,6483603
Nicaragua,NIC,2020,70.7662,4575.1865,,6565214
Nicaragua,NIC,2023,74.9468,,,6823569
Nicaragua,NIC,1800,,,,186000
